no,keyword,runtime,like,title,title_ko,channel,date
552,경기여행,2:18,185,京畿道水原的星空图书馆更大更好看#韩国旅游 #韩国旅游种草 #韩国导游 #韩国包车 #韩国自由行攻略,경기도 수원 별도서관이 더 좋다 #한국여행 #한국여행시작 #한국여행가이드 #한국전세버스 #한국자유여행팁,@韩管家金大侠88 睢君洁信息咨询中心,2024-03-28
553,경기여행,0,28,千年京畿第一府，感受家乡的美。#上热门 #京畿之地 #文化传承,천년 고도 수도의 첫 번째 수도에서 고향의 아름다움을 느껴보세요. #뜨거운 #수도의 땅 #문화유산,@绢绢,2024-10-03
554,경기여행,0:40,778,京畿福地，乐享河北；河北精选的十大绝美景点，供大家参考和选择，春暖花开，可以带着家人去旅游观光，休闲度假!#旅游攻略 #旅行推荐官 #风景 #旅行 #旅游 #旅行大玩家 @DOU+小助手,"징기 축복의 땅, 허베이를 즐기십시오; 허베이는 당신의 참고와 선택, 봄 꽃, 가족과 함께 여행과 관광, 레저 및 휴가를 위해 10 대 멋진 명소를 선정했습니다! #여행 팁 #여행 추천관 #풍경 #여행 #관광 #여행 빅 플레이어 @DOU + 작은 도우미",@旅游小建建,2022-02-24
555,경기여행,1:06,297,#旅行 #游乐园 #韩国 #京畿道#爱宝乐园,여행 #놀이공원 #한국 #경기 #아이보드 #아이보랜드,@韩国旅游发展局上海办事处,2022-07-26
556,경기여행,3:10,5,京畿福地，乐享河北五日文化营第四天集锦。#这么近那么美周末到河北 #研学旅行,"천혜의 자연경관을 자랑하는 허베이성에서 5일간 진행된 문화캠프의 4일차 에피소드, 도시를 즐기다. #허베이의 아름다운 주말 #학습 여행",@眺望科技,2024-08-21
557,경기여행,0:53,10,京畿路的秋天~ #城市里的烟火气 #京畿路 #镇江旅游 #小众景点,경기도의 가을~ #도심속의연기와불 #경기도로 #전장관광 #소규모명소,@在镇江,2024-11-06
558,경기여행,0:51,7,京畿道游玩一定不能错过的游玩地点！#韩国 #旅游 #我要上热门 #dou音小助手,놓쳐서는 안 될 경기도 가볼만한 곳! #한국 #여행 #가볼만한곳 #두인주니어조교,@【游尾会】韩国旅游体验馆,2023-12-08
559,경기여행,0:24,554,韩国🇰🇷京畿道抱川艺术谷#포천아트밸리 艺术谷是舒居身心的好地方，在这里能感受到自然与人融为一体的感觉 这里也是韩流电视剧的拍摄地，不仅风景美，而且可以欣赏到各种艺术品#旅行推荐官 #休假好去处#景点打卡 #旅行,대한민국 🇰🇷 경기도 포천아트밸리 #포천아트밸리 아트밸리는 자연과 사람을 하나로 느낄 수 있는 몸과 마음의 휴식을 취하기 좋은 곳. 국내 드라마 촬영지이기도 하며 경치가 아름다울 뿐만 아니라 다양한 예술작품도 감상할 수 있습니다 #여행추천관 #휴가장소 #관광명소 #여행,@5.27,2022-09-08
560,경기여행,2:37,0,新鲜出炉的11月号《中国旅游》 新鲜出炉的11月号《中国旅游》 收集了摄影师拍摄的珍贵照片 带您一起走进 京畿长城的四季 感受它的历史韵味和自然之美,차이나 트래블 11월호에서 새롭게 만나다 사진작가들이 촬영한 진귀한 사진들을 모은 차이나 트래블 11월호에서 만리장성의 사계절을 통해 역사적 정취와 자연의 아름다움을 느낄 수 있는 여행을 떠나보세요.,@hkctp中国旅游,2024-11-05
561,경기여행,2:03,45,韩国京畿道坡州奉日村的小景区#海外生活 曾经居住这个小镇三四年居然离开这里才发现这个小景区,"봉일마을, 경기도 파주, 대한민국 #해외생활 이 마을에서 3~4년 살았는데, 떠날 때까지 이 작은 곳을 찾지 못했어요.",@大红子,2023-02-09
562,경기여행,0,208,韩国京畿道安城旅游地推荐 안성팜랜드 📍 경기 안성시 공도읍 대신두길 28 ⏰평일 10:00 ~ 18:00 / 주말 09:00 ~ 18:00,경기도 안성 추천 가볼만한 곳 안성팜랜드 📍 경기 안성시 공도읍 대신두길 28 ⏰평일 10:00~18:00 / 주말 09:00~18:00,@韩国安山114互助平台,2023-04-23
563,경기여행,2:25,3,首尔最值得去的遗迹 今日参观昌德宫后花园，这座世界文化遗产由太宗建于1405年，依地势而建，人与自然和谐相融。需预约参观，多语言导览深入介绍，让人感受宁静之美与历史厚重。#昌德宫 #昌德宫后花园 #韩国旅游 #韩国文化 #世界文化遗产,"서울 최고의 유적 오늘의 방문지는 1405년 태종이 땅의 지형을 따라 인간과 자연의 조화를 위해 지은 세계문화유산인 창덕궁의 후원이에요. 투어는 예약이 필수이며, 다국어 가이드 투어를 통해 고즈넉한 아름다움과 역사에 대해 깊이 있는 설명을 들을 수 있습니다. #창덕궁 #창덕궁후원 #한국관광 #한국문화 #세계문화유산",@骑享自然(BEN),2024-11-10
564,경기여행,1:05,35,#韩国 #记录 #美景 #旅游 #韩国生活 #京畿道,한국 #기록 #뷰티 #여행 #한국생활 #경기 #경기도,@京畿道优品馆,2022-05-27
565,경기여행,6:01,10,韩国京畿道抱川산정湖#大山深处自然美山清水秀好风光 #红叶🍁 #感受大自然的气息和美景 2024.11.9,"산정호수, 경기도 보천, 대한민국 #산속 깊은 자연의 아름다움 #붉은 단풍 🍁 #자연과 아름다움의 감각 2024.11.9",@rain위,2024-11-10
566,경기여행,0:22,218,京畿道高阳 宝宝们的宝藏之地 草莓体验主题公园+当日露营🏕 #배다골테마파크 📍周一周二休息 📍运营时间：10：00～17：00 📍门票：11，000（网上预约时） 📍食堂运营 📍当日露营者一定要带上肉 📍体验摘草莓需提前预约 📍경기도 고양시 덕양구 배다골길131 #旅行推荐官 #周末去哪玩 #vlog日常 #人气儿童乐园推荐,"경기도 고양 아기들의 보물창고 딸기체험테마파크 + 데이캠핑 🏕 #배다골테마파크 📍 월요일, 화요일 휴무 📍 운영시간 : 10:00~17:00 📍 입장료 : 11,000 (인터넷 예약 시) 📍 매점 운영 📍 데이캠퍼는 고기 지참 필수 📍 딸기수확체험 사전예약 필수 📍 경기도고양시 덕양구 배다골길131 #여행추천관 #주말에가볼만한곳 #블로그일상 #인기어린이공원추천",@5.27,2023-03-18
567,경기여행,0,35,京畿福地过大年，冰雪狂欢一折惠。#文旅惠民 #旅游消费季，2023年1月14日至2月5日，河北省文化和旅游厅联合省建行聚焦冬季冰雪、温泉旅游，组织开展2023冰雪文化和旅游消费季促消费活动，通过“建行生活”APP，面向省内外游客发放一折和五折消费券，优惠力度大，覆盖范围广，覆盖全省104家景区，消费券使用截止时间为2月28日。保存图片扫描二维码，可了解详情及购票#冬季游河北福地过大年,"수도는 할인과 함께 큰 해, 얼음과 눈의 카니발로 축복받습니다. #인민에게 혜택을주는 문화와 관광 # 관광 소비 시즌, 2023 년 1 월 14 일부터 2 월 5 일까지 허베이 성 문화 관광부는 겨울 얼음, 눈 및 온천 관광에 초점을 맞춘 성 CCB와 함께 2023 년 눈과 얼음 문화 및 관광 소비 시즌 소비 촉진 활동을 조직하고 수행했으며, ""CCB Life""APP를 통해 성 내외 관광객을 대상으로 50 % 할인 및 50 % 할인 쿠폰을 발행하여 성 전역 104 개의 광범위한 관광 명소를 포괄하는 강력한 할인을 실시했습니다. CCB는 ""CCB Life""앱을 통해 성 내외 관광객에게 강력한 할인과 성내 104 개 명승지를 광범위하게 커버하는 10 % 및 50 % 할인 쿠폰을 발급 할 예정이며 쿠폰 사용 기한은 2 월 28 일입니다. 사진을 저장하고 QR 코드를 스캔하여 자세한 내용과 티켓을 확인하세요 #겨울여행 허베이 푸뎬 새해 전야",@河北文旅,2023-02-02
568,경기여행,0:21,208,韩国🇰🇷京畿道加平#라틴정원 如果你觉得城市里很拥挤，快带上你的宝贝们来这吧 青山绿水的环境更适合小情侣们#vlog日常 #旅行推荐官 #一起享受大自然的美 #好地方推荐,대한민국 🇰🇷 경기도 가평 #라틴정원 도심이 답답하다면 아기를 데리고 오세요 푸르른 자연환경이 소소한 커플에게 더 어울리는 곳 #일상 브이로그 #여행추천관 #자연의 아름다움을 함께 즐기자 #좋은곳추천,@5.27,2022-09-07
569,경기여행,0,0,京畿福地·乐享河北。#旅行 #大自然 #河北 #美丽乡村 #大好河山 这么近，那么美～ 周末到河北～,"베이징과 길리성 - 허베이성을 즐겨보세요. #여행 #자연 #허베이 #아름다운 시골 #아름다운 강과 산 이렇게 가깝고, 이렇게 아름다운~ 허베이에서 주말을~",@季夏,2023-10-01
570,경기여행,0:25,497,🇰🇷位于首尔近郊京畿道加平#아침고요수목원 树🌳木园每年冬季都会变成100万LED灯泡同时点亮的浪漫庭院，犹如童话世界一样 🍁白天是一片治愈的植物园，日落之后即变成童话世界一样的灯光庭院 🍁夜景时间每年的12月份～3月份 🍁统一回复地址：경기도 가평군 상면 수목원로432 #vlog日常 #旅行推荐官 #热门 #韩国旅行探店,"🇰🇷 서울 근교 경기도 가평에 위치한 #아침고요수목원 나무 🌳 매년 겨울이면 동화처럼 100만개의 LED 전구가 동시에 켜지는 낭만적인 정원으로 변신하는 나무정원 🍁 낮에는 힐링 식물원으로, 해가 지면. 동화 같은 조명정원 🍁 매년 12월부터 3월까지 야경시간 🍁 통일된 답장 주소: 경기도 가평군 상면 수목원로432 #브이로그일상 #여행추천관 #핫 #한국여행스카우팅",@5.27,2022-11-15
571,경기여행,0:39,1046,品·珍馐美食 | 观·邻国风情 享·美满人伦 | 赏·花好月圆 韩国·京畿道 | 异国·新世界 #韩国 #京畿道 #异国风情 #美食,별미 > 이웃나라 > 즐길거리 > 찬란한 꽃 > 한국 - 경기도 > 이국적인 - 신세계 #한국 #경기도 #이국적인 #미식가,@京畿道优品馆,2022-08-12
572,경기여행,0:28,888,🇰🇷除了首尔之外，还有一个很美的地方 京畿道广州#화담숲 🍁旺季：10月中-11月中 想进入花谭林，必须预约不然进不去的。 🍁温馨提示🍁：如果是外国人的话可以不用预约，直接拿登陆证过去买票 #vlog日常 #旅行推荐官 #红叶🍁 #秋天该有的样子 🍁统一回复地址：경기도 광주시 도척면 도척윗로278,🇰🇷 서울 말고도 아주 아름다운 곳이 또 하나 있습니다 경기도 광주 #화담숲 🍁 성수기: 10월 중순~11월 중순 화담숲에 들어가려면 예약을 하지 않으면 들어갈 수 없습니다. 따뜻한 팁🍁: 외국인이라면 예약 없이 방문증을 가지고 직접 가서 표를 사면 됩니다 #블로그일상 #여행추천관 #단풍🍁 #가을의 모습 🍁통합 답글 주소 : 경기도 광주시 퇴촌면 도척리 윗로278,@5.27,2022-10-26
573,경기여행,0:15,397,京畿道加平 度假村🏖+水上乐园🚤连体的#리버빌펜션 📍경기 가평군 설악면 유명로 2324 리버빌 ✅️附近的景点：남이섬 쁘띠프랑스 가평아침고요수목원 #一起来玩水,경기도 가평 리조트 🏖 + 워터파크 🚤 연속 #리버빌펜션 📍경기 가평군 설악면 유명로 2324 리버빌 ✅️ 주변관광지: 남이섬 쁘띠프랑스 가평아침고요수목원 #ComeTogetherForTheWater,@5.27,2023-06-08
574,경기여행,0:29,1108,韩国京畿道#화담숲 3月31号开馆了 赶紧带上朋友或家人去感受一下春日的浪漫 📍外国人不需要预约，带登陆证直接现场买票 📍门票11000 📍想坐观光缆车的话 需早去 📍경기도 광주시 도척면 도척윗로278-1 #韩国#春天就要出去野 #遇到好看的花要分享给正在想念的人,"경기도 #화담숲 3월 31일 개장 친구, 가족과 함께 봄의 낭만을 느껴보세요 📍외국인은 예약 필요 없이 신분증 지참 후 현장에서 바로 구매 가능 📍티켓은 11000원 📍관광곤돌라를 타고 싶다면 일찍 가야 합니다 📍경기도 광주시 도척면 도척윗로278-1 #남코리아 #봄은 곧 찾아올 거예요! #아름다운 꽃이 보이면 보고 싶은 사람과 함께 공유하세요.",@5.27,2023-03-30
575,경기여행,2:40,4747,#京畿胜境魅力徐水 #周末到河北 #冀有鲜梨清润无比 走进河北保定驴肉火烧发源地，徐水#河北旅途侦探,"징기성징 매력적인 쉬수이 #허베이의 주말 #지선생 배는 상큼하고 촉촉하다 허베이성 바오딩, 당나귀찜의 발상지 쉬수이로 #허베이 여행 탐정단 #허베이 여행 탐정단",@河北旅途侦探（大海）,2022-08-23
576,경기여행,0:18,287,🇰🇷京畿道龙仁#용인민속촌 是收集，保存韩国祖先的文材料，并且为成长中的孩子提供现场学习场所的一家野外博物馆 必去理由：了解韩国传统文化生活的最佳去处之一#vlog日常 #旅行推荐官 #景点打卡 #抖音带你去旅行,"🇰🇷 경기도 용인 #용인민속촌은 한국 조상 문화재를 수집, 보존하고 자라나는 아이들에게 현장 학습의 장을 제공하는 현장 박물관입니다 가볼만한 곳: 한국 전통 문화생활을 배울 수 있는 최고의 장소 #블로그일상 #여행추천관 #핫스팟 발견하기 지터버그를 타고 떠나는 여행",@5.27,2022-09-25
577,경기여행,0:37,202,接受粉丝旅游攻略 首尔郊区水上乐园 安排～#创作灵感 #旅行大玩家 #周末去哪玩#韩国 #带你去看海 @DOU+小助手,팬 여행 팁 접수 서울 근교 워터파크 정리~ #창의적영감 #더큰여행 #주말에갈곳 #한국 #바다에가자 @DOU+작은조력자,@短花去哪,2022-07-15
578,경기여행,0:29,752,"#创作灵感 #首尔周边游 #京畿道 #韩国免费露营场#京畿道溪谷露营场 韩国露营群里 都让我做一期可以带小孩玩的溪谷露营场, 给观众老爷们呈上",#영감 #서울 #경기도 #대한민국무료캠핑장 #경기도경곡캠핑장 아이들과 함께할 수 있는 캠핑장을 만들어 달라는 요청이 있어 시청자 여러분께 소개해 드립니다.,@韩国野格露营同好会,2022-06-24
579,경기여행,0,80,경기도계곡 京畿道 玩水27处。#夏季玩水,경기도 계곡 물놀이 장소 27곳을 소개합니다. 여름 물놀이 #여름 물놀이,@韩国野格露营同好会,2023-05-29
580,경기여행,0,201,品一品细雨中的京畿路。探秘江苏镇江的京畿路，这条充满历史韵味的老街，带你穿梭古今，感受民国风情。漫步在青石板路上，两旁是保留至今的骑楼建筑，仿佛能听到岁月的脚步声。不妨来一场时空之旅，打卡那些承载着故事的老店铺。 在这里，你可以闻到手工木作坊中飘出的木头芳香，还有那老字号的弹棉花店，一弓一线间尽显匠心。每一处都藏着镇江人的智慧与勤劳，每一条巷弄都诉说着过往的繁华。 别忘了尝尝地道的镇江锅盖面，在老街上找个小店，感受那份最纯粹的美味。京畿路不仅是一条路，更是一段活生生的历史，等待着你来发现它的美！ 用我的镜头，记录下这份独特的文化，让更多人感受镇江京畿路的魅力！ #镇江 #京畿路 #每一帧都是热爱 #镇江旅游攻略 #城市里的烟火气,"이슬비가 내리는 징지로를 음미해 보세요. 과거와 현재를 넘나들며 중화민국의 스타일을 느낄 수 있는 역사적 풍취가 가득한 장쑤성 젠장의 징지로드를 탐험해 보세요. 보존된 마차 건물이 늘어선 녹색 돌길을 걷다 보면 마치 세월의 발자취가 들리는 것만 같습니다. 시간과 공간을 여행하며 이야기를 간직한 오래된 상점을 방문해 보세요. 수제 목공예 공방에서는 나무 향기가 물씬 풍기고, 오래된 솜방망이 가게에서는 활과 선 하나하나에 장인정신이 느껴집니다. 모든 장소에는 젠장 사람들의 지혜와 노력이 숨겨져 있고 골목마다 과거의 번영에 대한 이야기가 담겨 있습니다. 오래된 거리의 작은 가게에서 정통 젠장 냄비국수를 맛보고 가장 순수한 맛을 느껴보세요. 징지로는 도로일 뿐만 아니라 살아있는 역사의 한 조각이며, 그 아름다움을 발견하기를 기다리고 있습니다! 제 렌즈를 통해 이 독특한 문화를 기록하고 더 많은 사람들이 젠장 징지로드의 매력을 느낄 수 있도록 하겠습니다! #전장 #징기로드 #모든 프레임은 사랑 #전장 여행 팁 #도시의 연기와 불",@青椒,2024-11-07
581,경기여행,0,12,京畿福地，乐享河北！,"축복의 땅 허베이성, 허베이를 즐겨보세요!",@安平县博雅庄园金街女鞋馆,2023-08-19
582,경기여행,2:35,121,周末出逃计划丨第四站，这里是京畿之门河北保定。这里不光有驴肉火烧，还有直隶总督府这样的文化地标。别忘了，一定要去育德中学旧址看看。#保定 #这么近那么美周末到河北 #保定驴肉火烧 #直隶总督署 #保定文旅,주말 탈출 계획 丨 네 번째 목적지는 수도의 관문인 허베이성 바오딩입니다. 당나귀 고기 핫케이크뿐만 아니라 총독관저와 같은 문화적 랜드마크도 볼 수 있습니다. 유드 중학교가 있던 자리도 잊지 말고 꼭 방문해보세요. 보딩 #하북성 #하북성의 아름다운 주말 #보딩 당나귀 고기 바베큐 #지리성 지사관 #보딩 문화 관광,@浮沉如梦,2024-04-17
583,경기여행,0,16,韩国忠清北道俗离山国立公园，속리산 #山顶的风景你值得一看 #保持热爱奔赴山海,"속리산, 충청북도 철쭉산국립공원 #산 정상에서 바라보는 풍경이 볼만하다 #산과 바다로 달리는 사랑을 간직하세요.",@── 展开永善的358条回复 ⌵,2023-07-10
584,경기여행,2:32,524,「醋都故事」京畿路（金鸡岭）#不要忽视镇江地位#百年历史古道#京畿路#金鸡岭#旅行推荐官,"""식초도시 이야기"" 징지로(진지링) #전장의 위상을 무시하지 마세요 #백년고도 #징지로 #진지링 #여행추천관",@醋都發哥👑,2022-10-21
585,경기여행,1:05,0,保定京畿重地#中国古镇自助游 #中国历史文化名镇 #中国文化旅游 #中国历史人物故事 #中国旅游攻略,바오딩징기 #중국고대도시가이드투어 #중국역사문화도시 #중국문화관광 #중국역사인물이야기 #중국여행팁,@菩提树79,2024-02-29
586,경기여행,2:34,43,#热点 #韩国旅游 #京畿道 #韩国京畿道,"핫플레이스 #한국관광 #경기도 #대한민국 #경기도, 대한민국",@韩国旅游发展局上海办事处,2024-03-28
587,경기여행,0:50,38,京畿胜境，醉美保定-白石山温泉康养小镇,화려한 바오딩-바이산 온천 휴양 타운,@河北火鹊,2022-03-30
588,경기여행,1:06,697,这次韩国京畿道之旅到这里就结束了，这次入住了京畿道光明市最好的酒店——光明Take酒店，吃了非常好吃的韩国柴火铁板烤肉【啊～就是这个味道】，到京畿道金浦市的【稻花农夫】体验了韩国农家乐，来京畿道高阳市AQUA FIELD感受了一下韩国高档汗蒸房，还乘坐了京畿道EG循环巴士去始兴市的奥特莱斯购物，去华城的屿海浪乘坐海上缆车，去安山的葡萄酒酒庄品尝当地的葡萄酒，整个行程既方便，又治愈，还非常省心，欢迎大家来韩国京畿道玩哦～ #韩国旅游 #京畿道旅游 #京畿道景点 #京畿道美食 #京畿道好玩的地方,"이번 대한민국 경기도 여행은 여기서 끝이 났는데요, 이번에는 경기도 광명시 최고의 호텔인 [광명 테이크호텔]에 묵고, 아주 맛있는 한국식 장작불 바비큐 [아~ 이게 맛이다]를 먹고, 경기도 김포에 있는 [이나하나농원]에 가서 한국 농가 체험을 하고, 경기도 고양시에 있는 AQUA. FIELD에 가서 한국의 고급 찜질방을 느끼고, 경기도 EG 순환버스를 타고 시흥시의 아울렛 쇼핑을 가고, 화성의 유하 웨이브에 가서 바다 케이블카를 타고, 안산의 와인 와이너리에 가서 지역 와인을 맛보고, 전체 여행은 편리하고 힐링하며 매우 걱정없이 놀 수있는 대한민국 경기도에 오신 것을 환영합니다 오 ~ #한국관광 #경기도여행 #경기도관광 #경기도명소 # 경기도요리 경기도 가볼만한 곳",@张译文Yeokmoon,2023-06-19
589,경기여행,0:10,844,"京畿道 光州 不要错过这里的春天🌸#화담숲 📍外国人持登陆证可现场买票 📍 경기 광주시 도척면 도척윗로 278-1 ✅ 운영시간 09:00 ~ 17:00 ✅ 입장료 성인 11,000원 ✅ 모노레일 평일에는 현장발권 / 주말엔 예약! ✅ 모노레일 탑승권은 입장료와 별개에요 🥲 ✅ 입장권 및 모노레일 예약은 화담숲 홈페이지에서! #春天就要出去野 #樱花🌸 #遇到好看的花要分享给正在想念的人 #在温暖的春风里看场樱花","경기도 광주 이곳의 봄을 놓치지 마세요 🌸 #화담숲 📍 상륙허가증을 소지한 외국인은 현장발권 가능 📍 경기 광주시 도척윗로 278-1 ✅ 운영시간 09:00 ~ 17:00 ✅ 입장료 성인 11,000원 ✅ 모노레일 평일에는 현장발권 / 주말엔 예약! ✅ 모노레일 탑승권은 입장료와 별개에요 🥲 ✅ 입장권 및 모노레일 예약은 화담숲 홈페이지에서! 봄이오면 #벚꽃 #봄나들이 #벚꽃 #그리운 이들에게 아름다운 꽃을 #따뜻한 봄바람에 벚꽃 구경하기",@5.27,2023-04-02
590,경기여행,0:29,371,保定，又名靴城，是国家历史文化名城。素有“京畿重地”，“首都南大门”之称。保定人杰地灵，辖区文物古迹众多，也是中国优秀旅游城市。#直隶总督署#钟楼#大旗杆,"부도시라고도 알려진 바오딩은 유명한 국가 역사 문화 도시입니다. ""수도의 중요한 땅"", ""수도의 남문""으로 알려져 있습니다. 바오딩에는 많은 문화 유적과 기념물이 있으며 중국의 훌륭한 관광 도시이기도 합니다. #주지사실 #종탑 #대국기탑",@灯哥&,2022-10-22
591,경기여행,2:21,40,京畿道光明洞窟#광명동굴夏季避暑好去处！1972的光明洞窟，虽是再利用的旅游景点，洞窟确实很美的，这里终年11度的恒温，是著名的夏季避暑胜地，也是韩国恐怖电影（隧道3D)的拍摄地！#我的旅行日记,"경기도 광명동굴 #광명동굴 여름 더위를 피하기 좋은 곳! 1972년 광명동굴을 개조한 관광명소지만 동굴이 정말 아름답고, 사계절 11도의 일정한 기온으로 여름 피서지로 유명하며 한국 공포영화(터널 3D) 촬영지로도 유명한 곳! #마이트래블다이어리",@무제,2023-07-12
592,경기여행,1:17,27,夏天玩水第五弹。溪谷＋庭院＋咖啡的别样体验 获得京畿道文化大赏、非常值得一去的咖啡庭院溪谷。#韩国生活 #내추럴가든529 #清凉避暑好去处 #夏日避暑游 #韩国旅游 @DOU+上热门,"다섯 번째 여름 물놀이. 계곡 + 마당 + 커피 체험 경기도 문화상을 수상한 계곡과 커피 마당이 있는 계곡, 꼭 한번 가볼 만한 곳입니다. #대한민국 구석구석 #내추럴가든529 #시원한 여름휴가 가볼만한 곳 #여름휴가 #한국관광 @DOU+ 인기순위",@在韩小欧巴,2023-06-06
593,경기여행,0:38,21,京畿胜境，醉美保定-享水溪旅游度假区,화려한 바오딩-항수이시 관광 리조트,@河北火鹊,2022-04-10
594,경기여행,2:29,20,#金秋出游，京畿胜景之时光逆转唤醒红色记忆！,"#가을 여행, 경기도의 아름다운 풍광이 붉은 추억을 일깨우는 시간 역전!",@北京时间,2020-12-11
595,경기여행,0:47,61,京畿胜境，醉美保定-野三坡,"징기구 풍경구, 보딩에 취하다 - 노산포",@河北火鹊,2022-03-07
596,경기여행,0:11,617,这里的春天很美 韩国京畿道#화담숲 3月31号开馆了 赶紧带上朋友或家人去感受一下春日的浪漫 📍外国人不需要预约，带登陆证直接现场买票 📍门票10000 📍想坐观光缆车的话 需早去 📍경기도 광주시 도척면 도척윗로278-1 #vlog日常 #韩国 #樱花🌸,"여기는 봄이 참 예쁘네요 📍 대한민국 경기도 #화담숲 3월 31일 개장 📍 서둘러서 친구, 가족들과 함께 봄의 낭만을 느껴보세요 📍 외국인은 예약할 필요 없이 방문증으로 현장에서 티켓만 사면 됩니다 📍 티켓 1만원 📍 관광곤돌라 타려면 일찍 가셔야 해요 📍 경기도 광주시 도면 척척윗로278-1 #. 브이로그데일리 #대한민국 #벚꽃 🌸🌸",@5.27,2023-03-30
597,경기여행,1:30,4,最美保定，京畿之门 #保定 #京畿之门 #这么近那么美周末到河北,"가장 아름다운 보정, 경기의 문 #보정 #경기의문 #하북으로 떠나는 아름다운 주말여행",@月半门主✨,2024-10-07
598,경기여행,0,4,跟着“K-Travel推荐官”嘉羿 一起来玩转韩国✈️ 首尔、京畿道等你来🥰横扫班味 爱自己 不EMO！ #韩式去班味教程 #嘉羿 #韩国旅游,K-트래블의 추천 담당관' 지아이를 따라 한국여행을 즐겨보세요 ✈️ 서울과 경기가 여러분을 기다립니다 🥰 반미 냄새를 싹 쓸어버려요 이모가 아닌 나를 사랑하세요!,@闲趣文化,2024-09-26
599,경기여행,0:13,986,不用跑江原道，汉城附近就有干净的溪谷哦 也是孩子们的天地 没想到京畿道还有这么干净的溪谷😍😍😍#안양삼막사계곡#vlog日常 #好地方推荐 #我要上热门#有偶遇的吗？🤿 #我要上热门, 🤿 #아이엠고잉핫,@5.27,2022-07-09
600,경기여행,1:43,2,这不是热带雨林|是首尔🇰🇷近郊咖啡店 ⭐️ 今天分享一家位于京畿道杨洲市的大型室内植物园咖啡店。让你置身于丛林之中，体验不一样的氛围。咖啡店周边还有很有名的湖上吊桥，可以一起放入你的行程单中！ ☕️ 오랑주리 📍 경기 양주시 백석읍 기산로 423-19 ⏰ 10:00~21:00 🅿️ 可以停车 #韩国探店 #韩国 #韩国咖啡 #韩国生活 #100家探店计划,여긴 열대우림이 아니라 서울입니다 🇰🇷 교외 커피숍 ⭐️ 오늘은 경기도 양주시에 위치한 대형 실내 식물원 커피숍을 공유해드릴게요. 정글 한가운데에 있어 색다른 분위기를 느낄 수 있습니다. 카페 주변에는 호수를 가로지르는 유명한 출렁다리도 있으니 여행 일정에 포함시켜도 좋을 것 같아요! ☕️ 오랑주리 📍 경기 양주시 백석읍 기산로 423-19 ⏰ 10:00~21:00 🅿️ 주차가능 #한국스카우팅 #한국 #한국커피 #한국생활 #100대매장프로젝트,@乐乐韩国历险记,2024-03-09
601,경기여행,0,944,京畿道水原 独一无二的的温泉＆桑拿房＃북수원온천 #图文伙伴计划 📍地铁🚇성균관대역2号出口下车 📍感觉身处东南亚 📍有孩子专用놀이방 📍有电视和风扇供个人使用（需提前预约） 📍경기도 수원시 장안구 서부로 2139 SK허브8，9층 #vlog日常 #温泉泡池 #全天开放的温泉洗浴中心推荐 #图文伙伴计划,"경기도 수원 이색 스파&사우나 #북수원온천 #그래픽 제휴 프로그램 📍 지하철 🚇성균관대역 2번 출구 📍 동남아에 온 듯한 느낌 📍 아이들을 위한 특별한 놀이방이 있음 📍 개인용 TV와 선풍기가 있음 (사전 예약 필수) 📍 경기도 수원시 장안구 서부로 2139 SK허브8, 9층 #일상스타그램 #온천 #온천욕 #온종일 영업하는 추천 온천욕장 #그래픽파트너 프로그램",@5.27,2023-03-18
602,경기여행,0:14,290,🇰🇷位于京畿道抱川附近#캠프운악 露营🏕地 不用羡慕江原道的枫叶🍁 在这里一边露营，也可以一边享受最美的秋天 快@特你喜欢人去露营🏕吧 #露营 ##抖音氧气时刻 #旅行推荐官 #属于秋天的颜色 🏕统一回复地址： 경기도 포천시 화현면 금강로3806-80,🇰🇷 경기도 보천 근처에 위치한 #캠프운 음악 캠핑 🏕 장소 강원도 단풍이 부럽지 않은 곳 🍁 이곳에서 캠핑하면서 가장 아름다운 가을을 만끽할 수 있어요 빨리 @티유라이크피플 캠핑 가세요! 🏕바 #캠핑 ##산소모멘트 #여행추천관 #가을의색깔 🏕주소 : 경기도 포천시 화현면 금강로3806-80,@5.27,2022-11-08
603,경기여행,2:06,36,【世宗大王】越秀海東京畿園 寄語二〇二三年—— 遠望，天高任鳥飛！俯瞰，海闊憑魚躍！暌違三年，這個春天，我元氣滿滿，要用心奮鬥一番！！ #说走就走的旅行 #春游踏青,"[세종대왕] 위수해동 경기공원, 2023년 경자년 메시지 - 내려다보니 하늘은 새가 날 수 있을 만큼 높다! 아래를 내려다보니 바다는 물고기가 뛰어오를 만큼 넓다! 3년의 공백을 깨고 올 봄, 기운이 충만해져서 혼신의 힘을 다해 싸워보려 합니다! 봄 여행 #봄 여행 #봄 여행 #봄 여행",@任嚣城公子,2023-02-25
604,경기여행,0,25,天下第一閞，雄镇京畿。,세계에서 가장 강력한 도시.,@美側,2024-10-04
605,경기여행,0:35,895,历史的传承，完美的融合了现代的气息，古早的旖旎，当下的风光，尽在韩国·#京畿道 #韩国 #游玩攻略,"한국의 역사 유산, 현대와 고대의 매력, 현대의 풍경이 완벽하게 어우러진 곳 - #경기 #한국 #관광 팁",@京畿道优品馆,2022-08-23
