no,keyword,keyword_ko,runtime,like,title,title_ko,channel,date
742,苏莱浦口节,소래포구축제,0:23,144,南京浦口西埂莲乡第六届荷花节6月28日开幕，赏荷+全天非遗演绎+龙虾啤酒畅饮#非遗虾趣点亮金陵夜 #西梗莲乡 #南京荷花 #南京暑假亲子游 #南京网红打卡景点,"난징 푸커우 시즈 연꽃마을 제6회 연꽃축제 6월 28일 개막, 연꽃+종일 비전통해설+랍스터 맥주 마시기 #비전통새우놀이 진링의 밤을 밝히다 #시즈연꽃마을 #난징연꽃 #난징 여름휴가 가족여행 #난징 넷루트 간식명소",@滁州王团长,2024-06-25
743,苏莱浦口节,소래포구축제,1:44,3224,我来参加第四届南京老山国际文化旅游节！浦口佛手湖真美！#南京 #南京旅游 #外国人在中国 #美景 #我爱你中国,제4회 난징 라오산 국제 문화 관광 축제에 왔어요! 푸커우 부처의 손 호수는 정말 아름답습니다! 난징 #난징 #난징 관광 #중국 외국인 #미용 #사랑해요 중국,@法国伊飒,2023-05-21
744,苏莱浦口节,소래포구축제,0,8,为了南京最美油菜花海，也要来一次浦口永宁‼️ 春天来了，又到了南京最美腻的季节，到处都是花团锦簇🌹，一片生机勃勃的景象！周末遛娃，正好偶遇浦口永宁第八届金花节开幕，满眼的油菜花煞是好看，赶紧带娃下车拍拍拍，瞬间火爆朋友圈！ ✅金花节开幕式声势浩大，观看了小朋友们表演舞狮，还有抽奖活动，好不热闹！ ✅景区里🈶️很多售卖美食的摊位，烧烤、臭豆腐、冰淇淋、咖啡☕️等，价格适中、口味也很不错，大家赏花累了可以来这里大快朵颐，幸福！ ✅这里还有一大片露营⛺️区域，约上三五好友，带上露营装备，亲近大自然，一边看美景一边品美食太惬意了✌️ ✅当然来这里的重头戏还要数赏花！这里🈶️大片的油菜花花海，金灿灿的特别美丽！花海里有梯子、彩色座椅、秋千、小火车等设施，都是很容易出片的地方哦！ ✅4月2日13点30到15点30还有花田追焦计划，别忘了穿上你们美丽的裙子👗来拍照呀！ 📍地址：浦口永宁张圩油菜花海 🚴‍♀️交通：建议自驾#有一种春天叫油菜花开 #亲子游玩好去处 #旅行图文激励计划 #春日图文计划 #图文伙伴计划,"난징에서 가장 아름다운 유채 바다뿐만 아니라 푸커우 용녕 ‼️ 봄이 왔고 난징에서 가장 아름답고 기름진 계절에 왔으며 모든 곳이 꽃의 군집 🌹, 활기찬 장면입니다! 주말 산책, 방금 만난 푸 코우 용녕 여덟 번째 황금 꽃 축제 개막, 유채 꽃이 가득한 것은 매우 좋으며, 서둘러 아기를 데리고 촬영 촬영, 친구의 즉석 화재 서클을 촬영하십시오! ✅ 황금 꽃 축제 개막식은 매우 강력했고, 아이들이 사자 춤을 추는 것을 보았고, 복권 활동도 있고, 활기차지 않습니다! ✅ 경치 좋은 지역 🈶️ 음식, 바베큐, 냄새 나는 두부, 아이스크림, 커피 ☕️ 등을 판매하는 많은 노점상, 가격도 적당하고 맛도 매우 좋으며 꽃을 즐기는 데 지친 우리는 행복을 즐기기 위해 여기에 올 수 있습니다! 여기에는 약 3 ~ 5 명의 친구가 캠핑 장비와 함께 자연에 가까운 넓은 캠핑 ⛺️ 지역도 있으며, 음식을 맛 보면서 아름다운 경치를 보면서 너무 즐겁습니다 ✌️ ✅ 물론 여기에 오는 주요 이벤트도 꽃 구경으로 간주됩니다! 여기 🈶️ 유채꽃의 큰 바다, 특히 황금빛이 특히 아름답습니다! 꽃의 바다에는 사다리, 다채로운 좌석, 그네, 작은 기차 및 기타 시설이 있으며, 모두 영화를 만들기가 매우 쉽습니다 오! 4월 2일 13:30~15:30에는 꽃밭 초점 맞추기 플랜도 있으니 예쁜 드레스 👗를 입고 사진 찍는 것을 잊지 마세요! 주소: 푸커우 용녕 장웨이 유채꽃 바다 🚴‍♀️Transportation: 자가 운전 권장 #유채꽃이라는 봄의 종류가 있다 #부모와 아이들이 놀기 좋은 곳 #여행 그래픽 인센티브 제도 #봄 그래픽 제도 #그래픽 파트너 제도",@喜欢探店的小姐姐,2023-03-20
745,苏莱浦口节,소래포구축제,0:10,15,#上抖音抢演出票 #旅行推荐官 冰雪奇缘舞台剧终于来#南京浦口站 啦！11🈷️11日就在《浦口区卢米埃影城7号厅》上演，快带上你家小朋友来与爱莎公主近距离接触吧！#好好生活节 #童话里的冰雪世界找到了@抖音热点宝,#온쉐이크에서 공연 티켓을 #여행추천관 겨울왕국 무대 공연이 드디어 #난징푸커우역 啦！11🈷️11就在《浦口区卢米埃影城7号厅》上演，快带上你家小朋友来与爱莎公主近距离接触吧! #굿라이프페스티벌 #동화 속 아이스월드 발견 @shakehotbao,@冰雪奇缘舞台剧,2023-11-03
746,苏莱浦口节,소래포구축제,0:08,6,浦口.乡旅—幸孚村大型风筝节来啦！漫天飞舞的风筝和浪漫的花海带给你不一样的春日浪漫！！#亲子游玩好去处 #踏青嗨玩季 #赏花春游好去处 #春天就要出去野#遛娃好去处 @DOU+小助手 @DOU+上热门,푸커우 샹터우커우푸 마을에서 대규모 연 축제가 열립니다! 하늘을 날아다니는 연과 낭만적인 꽃 바다에서 색다른 봄의 낭만을 느껴보세요! #부모와 아이가 함께하는 놀이 장소 #녹색 밟기 #꽃놀이 #봄 여행지 #봄 나들이 #산책하는 아이들 @DOU+작은도우미 @DOU+온더탑,@乐乐探店❤️,2023-03-28
747,苏莱浦口节,소래포구축제,1:00,1084,这个夏天去南京浦口吧，除了背影里浦口火车站，还有… #夏日浦口fun肆玩 #追风拾野向往老山 @文旅浦口 @莱斯乡村 #南京旅游 #总要来趟南京吧,"올 여름 난징 푸커우로 가세요, 푸커우 기차역 뒤편 외에도 ... #여름 푸커우 재미있게 놀고 싶어요 #바람을 쫓아 오래된 산에 대한 야생의 갈망을 집어 들기 @WenTourismPukou @LesCountryside #난징관광 #항상 난징에 와야 하죠?",@番茄看世界,2023-05-23
748,苏莱浦口节,소래포구축제,0,0,苏莱音乐餐吧，爆款来袭，限时优惠，4.6分推荐，【探店必点】双人套餐#氛围感餐厅打卡 #适合情侣约会的餐厅推荐 #抖音美食推荐官,"술래뮤직 다이닝바, 팝업 온다, 기간 한정 이벤트, 4.6점 추천, [방문 시 주문 필수] 2인 정식 # 분위기 감각 맛집 카드 # 커플 데이트 맛집 추천 # 지터벅 음식 추천관",@SoloCup苏莱音乐餐吧,2024-09-04
749,苏莱浦口节,소래포구축제,2:08,4547,南京举办“夏日祭”？但凡有点血性，也干不出来这种事#多地取消夏日祭活动#多地取消夏日祭活动#勿忘国耻,난징의 여름 축제? 피가 조금이라도있는 사람이라면 그런 일을하지 않았을 것입니다 #많은 곳에서 여름 축제를 취소했습니다 #많은 곳에서 여름 축제를 취소했습니다 #우리 나라의 수치심을 잊기 전에,@吴学兰,2022-07-27
750,苏莱浦口节,소래포구축제,0,2,时隔不到五个月 萧敬腾又来南京啦！#总要去一次音乐节吧 #嗨翻全场 #萧敬腾 #南京你是真的不怕下雨吗,5개월 만에 샤오징텅이 난징에 돌아왔습니다! #뮤직 페스티벌은 꼭 한번 가봐야죠? #안녕하세요 #쇼킹텡 #난징 정말 비가 두렵지 않나요?,@校草爱吃鱼,2023-10-18
751,苏莱浦口节,소래포구축제,0,31,#油画 国庆节浦口王写生,#유화 국경일 푸코 왕 스케치,@Shellway,2024-10-02
752,苏莱浦口节,소래포구축제,0,3,这个夏天必须要去一次浦口·河岸花海！看浪漫灯海，花船演绎，迷雾森林，篝火晚会等等..#亲子游玩好去处 #灯光秀 #抖音玩乐攻略 #心动南京 #周末去哪玩推荐,"이번 여름에는 푸커우-강변 꽃바다에 꼭 한번 가보세요! 낭만적 인 빛의 바다, 꽃 보트 해석, 안개가 자욱한 숲, 모닥불 파티 등을보십시오 ... 가족끼리 가볼만한곳 #빛의바다 #불빛쇼 #즐길만한곳 #난징 #주말 가볼만한곳 #추천여행지",@小月亮带你吃喝玩乐～,2023-06-07
753,苏莱浦口节,소래포구축제,0,32,#勿忘国耻 #铭记历史 #致敬先烈 #祝愿祖国繁荣昌盛国泰民安 #南京夏日祭已被取消 文化入侵真的很可怕，他们从未停止进攻，只是换了一种方式！！！,"#민족의 치욕을 잊지 말자 #역사를 기억하자 #순교자를 기리자 #조국의 번영과 국가의 번영, 국민의 평화를 기원합니다 #난징 여름 축제 취소 문화 침략은 정말 무섭다, 그들은 공격을 멈춘 적이 없다, 그들은 단지 방식을 바꿨을 뿐이다!!!!",@Promise❦,2022-07-23
754,苏莱浦口节,소래포구축제,0,30,千万不要一个人来浦口，我怕美哭了没人给你擦眼泪～#旅行推荐官 #周末去哪玩 #露营🏕 #更新上场carry全局 1⃣️滁河风景区“侯冲” 滁河大桥下，花海，露营，垂钓，休闲周末； 姚徐老街，古镇风情； 🎫门票：免费 📍地点：南京浦口区滁河大桥下（导航河岸花海） 2⃣️佛手湖郊野公园 翻过公园长长的上坡就可以看到一片宁静的湖泊，清风拂面，夕阳斜照，风景如画。周末帐篷露营好地方！ 🎫门票：免费 📍地点：南京浦口区沿山大道 3⃣️象山湖市民公园 山色湖光，郊野公园，很适合郊游。可以骑行、野餐、赏湖、踢球运动等～ 🎫门票：免费 📍地点：南京浦口区象山水库 4⃣️浦云路大桥 网红基建，秒回19世纪工业革命风，步行650m感受钢铁的浪漫！个人觉得亮灯前更好看，所以拍照要在6点前。有人行道安全拍摄区域～ 🎫门票：免费 📍地点：导航浦云路大桥即可 5⃣️不老村 临近浦口老山国家森林公园，不老村是南京美丽乡村振兴建设之一，环境优美，空气清新。村子不太大，但配套十分完善。白墙黛瓦，错落有致，有很多特色的民宿、农家餐馆、咖啡厅，以及亲自玩乐项目设施。周末出游一整天，丰富多彩～ 📍地址：浦口区江浦接到珍七路不老村 🎫门票：免费 6⃣️浦口火车站 保存最完整的民国火车站，能看到老南京从前的样子。拍过《情深深雨濛濛》《金粉世家》，朱自清《背影》诞生地。拱形长廊，适合人像，超级出片。沿京浦路走到铁道另一头，能拍到铁轨和火车，日落时分氛围超赞！ 📍地址：浦口火车站 🎫门票：免费 7⃣️林公堤民国风情街 在浦口游玩可以来吃饭的地方，整个商业街颇有民国风情，玉兰花开的正好！ 📍地址：林公堤民国风情美食休闲街 🎫门票：免费 #一起去野餐吧 8⃣️响堂村 浦口响堂村，三面环山，一面抱水，乡村振兴氛围浓郁～是个值得一去的近郊村落～ 有很大的营地，可以直接预订过周末，下午茶～响堂艺术谷、栀咖啡、响堂水库等都很好看！ 📍地址：浦口区华光社区响堂村 🎫门票：免费," 입장권: 무료 📍 위치: 난징시 푸커우구 추강교 아래(강변의 꽃 바다를 따라 이동) 2 ⃣️ 부처의 손 호수 국가공원 공원의 긴 오르막길을 오르면 조용한 호수, 신선한 바람, 석양이 내려앉는 풍경이 그림처럼 펼쳐져 있습니다. 주말 텐트 캠핑을 하기에 좋은 장소입니다! 입장권: 무료 📍 위치: 난징시 푸커우구 옌산대로 3 ⃣️ 샹산호 시민공원 산악 호수와 시골 공원은 여행에 매우 적합합니다. 자전거 타기, 피크닉, 호수 감상, 공차기 스포츠 등을 즐길 수 있어요~ 🎫 📍 티켓: 무료 📍 위치: 난징시 푸커우구 샹산 저수지 4 ⃣ ️ ️ 푸윈루 다리 19세기 산업 혁명 스타일로 돌아간 두 번째 순 붉은 인프라, 강철의 낭만을 느끼기 위해 650m를 걸어보세요! 개인적으로는 조명이 켜지기 전이 더 멋지다고 생각하기 때문에 오후 6시 전에 사진을 찍는 것이 좋습니다. 포장도로 안전 촬영 구역이 있습니다 ~ 🎫 티켓 : 무료 📍 위치 : 내비게이션 푸윈로드 브리지는 5 ⃣ ️ ️ 분수 마을 푸커우 라오산 국가 삼림 공원에 인접한 분수 마을은 난징 아름다운 시골 활성화 건설 중 하나이며 환경이 아름답고 공기가 신선합니다. 마을은 너무 크지는 않지만 지원은 매우 완벽합니다. 흰 벽과 타일이 완벽하게 조화를 이루고 있으며, 특별한 민박, 농장 레스토랑, 카페, 개인 취미 활동을 위한 시설이 많이 있습니다. 주말 나들이, 하루 종일 다채롭게~ 📍 주소: 푸커우구 장푸 수령 진7로 에이지리스촌 🎫 티켓: 무료 6 ⃣ ️ 푸커우 기차역 가장 완벽한 공화주의 기차역을 보존하고 있어 옛날 옛적 난징을 볼 수 있어요. 영화 ""사랑은 깊고 비는 내리고""와 ""금가루 가족""에서 촬영된 주자칭의 ""백스토리""가 탄생한 곳입니다. 아치형 산책로, 인물 사진, 멋진 영화 촬영에 적합합니다. 징푸로를 따라 철로 반대편으로 걸어가면 철로와 기차를 촬영할 수 있으며 일몰의 분위기는 훌륭합니다! 주소: 푸커우 기차역 🎫 티켓: 무료 7 ⃣️ 린공디 공화당 스타일 거리 푸커우에서 놀다 보면 먹으러 갈 수 있고, 상업 거리 전체가 공화당 스타일이며 목련꽃이 아주 잘 피어 있어요! 주소 : 린 공디 중화 인민 공화국 스타일 음식 및 레저 거리 🎫 티켓 : 무료 #GoPicnicTogether 8 ⃣️ 링탕 마을 삼면이 산으로 둘러싸여 있고 한쪽은 물을 품고 있으며 부유 한 분위기의 농촌 활성화 ~ 마을 외곽을 방문 할 가치가 있습니다 ~ 대형 캠프장이 있으며 주말에 직접 예약 할 수 있으며 애프터눈 티 ~ 링탕 아트 밸리, 치자 커피, 링탕 저수지 등은 매우 볼만합니다! 주소: 푸커우구 화광촌 링탕촌 📍티켓: 무료!",@旅小星环游记,2022-04-21
755,苏莱浦口节,소래포구축제,1:35,105,天津浦口道历史风貌建筑于人物讲述。,캐릭터 내러티브의 톈진 푸커우 도로 역사 스타일 건물.,@安静章,2024-02-15
756,苏莱浦口节,소래포구축제,0,136,最近真是闹心，先是南京夏日祭事件，又出了南京玄奘寺事件。我只想说我们应该铭记历史，不能忘记历史给我们带来的各种伤害#南京夏日祭#南京玄奘寺事件,최근 난징 여름 축제 사건에 이어 난징 쉬안장 사원 사건까지 정말 불안한 일이 많았습니다. 난징 여름 축제 #난징 쉬안장 사원 사건 #난징 여름 축제 #난징 쉬안장 사원 사건은 우리가 역사를 기억하고 그것이 우리에게 가져온 다양한 상처를 잊지 말아야 한다는 것을 말하고 싶습니다.,@夜的第七章,2022-07-23
757,苏莱浦口节,소래포구축제,0:15,8,捉住暑假的小尾巴，来南京云幽谷啦，周六日还有电音节和篝火晚会，更有金陵十二钗大型真人演绎，精彩不容错过哦！#金陵火把节 #南京云幽谷旅游区 #一起来#江苏云幽谷看星辰见花海 #很哇塞的周末,"여름 휴가의 꼬리를 잡고 난징 윈위 계곡에 오세요, 토요일과 일요일에는 전기 축제와 모닥불 파티가있을뿐만 아니라 진링 열두 머리핀의 대규모 실제 해석도 놓칠 수없는 멋진 곳입니다! #진링횃불축제 #난징윈유구관광구 #함께해요 #장수윈유구 별과 꽃바다를 보러 #와우 주말!",@兰梦,2024-08-13
758,苏莱浦口节,소래포구축제,0:07,1814,6月21浦口永宁镇河岸花海灯光节，花船演绎！歌火晚会等你来嗨#你是那夜空中最亮的星星照亮我一路前行 #前世的五百次回眸换得今生的一次擦肩而过 #永恒燃烧的羽翼带我脱离凡间的沉沦 #究竟是什么样的结局才配的上这一路的颠沛流离 #满天星辰只为了你的回眸一笑,"6월 21일 푸커우 용녕진 강변 꽃바다 빛 축제, 꽃배 해석! 당신은 내 여정을 비추는 밤하늘의 가장 밝은 별 #이생에서 붓 한 번을 위해 전생에서 500번을 바라보았네 #영원히 타오르는 깃털이 나를 인간 세상에서 꺼내네 #이 여행에 어울리는 결말은 어떤 것인가 #하늘은 당신의 미소만을 위해 별들로 가득합니다.",@头条文旅,2023-05-28
759,苏莱浦口节,소래포구축제,1:33,469,你们来还能吃得饱啊？！哈哈哈哈！ 南哥一句话，江苏十三太保齐聚南京玄武湖樱洲！不出南京，尝遍江苏美食！菲尝不可江苏美食文化周！快来！#江苏dou知道 #江苏美好推荐官 #江苏十三太保 #菲常江苏 #南京去哪玩,"여기 와서도 먹을 게 남았나요? 하하하하! 난징 쉬안우 호수에 있는 사쿠라 차우에 모인 장쑤성 타이코넛 13인, 난의 한마디! 난징을 떠나지 않고 장쑤성의 모든 음식을 맛보세요! 피 테이스트 장쑤 음식 문화 주간! 가자! #장쑤성 #장쑤성 맛집 #장쑤성 타오바오 #페이창 장쑤성 #난징 가볼만한 곳",@卧底牙牙,2024-10-02
760,苏莱浦口节,소래포구축제,1:12,40,2022年7月17日，一场名为“夏日祭”的活动悄然在南京举办。所谓“夏日祭”，时间为每年7月中旬至8月下旬也就是夏天，举办的一些活动或节日祭典，是日本的传统节日。然而这场举办在南京的名为“夏日祭”的活动，却在举办的前一天就被紧急叫停。#南京夏日祭 #夏日祭被叫停 #夏日祭 #勿忘国耻 #铭记历史警钟长鸣,"2022년 7월 17일, 난징에서 '여름 축제'라는 행사가 조용히 열렸습니다. 이른바 '나츠미 마츠리'는 매년 7월 중순부터 8월 말, 즉 여름에 열리는 일본의 전통 축제입니다. 하지만 '여름 축제'라고 불리는 이 행사는 난징에서 열리기 하루 전날 취소되었습니다. #난징 여름 축제 #여름 축제 취소 #여름 축제 #국가적 수치심 #역사를 기억하고 경종을 울려야 합니다.",@倪儿,2022-07-24
761,苏莱浦口节,소래포구축제,1:15,18,勿忘国耻，铭记于心，吾辈当自强#勿忘国耻 #勿忘历史吾辈自强 #金陵十三钗 #,민족의 치욕을 잊지말고 가슴에 새기며 우리는 강해야 합니다 #민족의치욕을 잊지말고 #역사를 잊지말고 우리는 강해야 합니다 #황금비녀 #금빛머리핀,@塔特头部,2021-10-05
762,苏莱浦口节,소래포구축제,0:35,258,雅迪活动力度还挺大#雅迪717骑行节 #浦口雅迪,야디 이벤트는 꽤 큽니다 #야디 717 라이딩 페스티벌 #푸코우 야디,@南京小港姐,2024-07-12
763,苏莱浦口节,소래포구축제,0:11,11000,3月29日江苏南京，马英九一行向南京大屠杀遇难同胞敬献鲜花并默哀,마잉주 총리와 수행원들이 3월 29일 장쑤성 난징에서 난징 대학살 희생자들을 위해 헌화하고 묵념하는 시간을 가졌습니다.,@大象新闻,2023-03-29
764,苏莱浦口节,소래포구축제,1:25,13,2022江北新区和浦口区秋季消费节开始啦！,2022 장베이 신구 및 푸커우구 가을 소비 축제가 시작되었습니다!,@零距离视频,2022-11-10
765,苏莱浦口节,소래포구축제,5:07,736,#上热门话题🔥🔥🔥 #支持抖音正能量 #自强不息奋斗不止,,@退伍军人,2024-10-23
766,苏莱浦口节,소래포구축제,0:45,235,雅迪骑行节活动来咯 #雅迪717骑行夜购节日 #浦口雅迪#性价比超高 #总有一款适合你 #代步工具,야디 라이딩 페스티벌 이벤트가 시작됩니다 #야디 717 라이딩 나이트 쇼핑 페스티벌 #푸커우 야디 #가성비 좋은 #모빌리티 도구가 있습니다.,@玉玉小姐姐,2024-07-12
767,苏莱浦口节,소래포구축제,0:33,86,茉莉格桑共芬芳 首届江苏拉萨周暨第四届南京墨竹周开幕晚会@DOU+小助手 @抖音小助手,쟈스민 게상 향기 나눔 제1회 장쑤성 라사 주간 및 제4회 난징 모주 주간 개막 파티 @DOU+작은 도우미 @ShakeSmallHelper,@墨竹融媒,2023-12-22
768,苏莱浦口节,소래포구축제,0:44,150,雅迪717骑行夜购节，活动多多哦！#雅迪717骑行夜购节日 #浦口雅迪,"야디 717 라이드 나이트 쇼핑 페스티벌, 다양한 액티비티! #야디 717 라이딩 나이트 쇼핑 페스티벌 #푸커우 야디",@南京吃货迪丽冷巴,2024-07-12
769,苏莱浦口节,소래포구축제,0:09,123,五一节怎么过？春风十里，桥林等你！2023生态桥林长三角户外运动节即将开启！#南京 #最美的风景在路上 #快乐骑行 #旅行推荐官 #浦口,"메이데이를 어떻게 보내시나요? 봄이 오고, 차오린이 여러분을 기다리고 있습니다! 2023 에코 차오린 장강삼각주 야외 스포츠 페스티벌이 곧 개막합니다! #난징 #도로 최고의 풍경 #행복한 라이딩 #여행 추천관 #푸커우",@小宝船长,2023-04-24
770,苏莱浦口节,소래포구축제,0:15,16,在南京也可以体验到彝族火把节啦！8月3—4日就在南京云幽谷旅游区，万人火把电音节安排走……#金陵火把节 #彝族 #南京云幽谷旅游区#南京云幽谷金陵十二釵 #很哇塞的周末,"난징에서도 이이 횃불 축제를 경험할 수 있습니다! 8월 3~4일, 난징 윈월계곡 관광특구에서 1만 명이 횃불 전기 축제 준비 ...... #진링횃불축제 #이 #난징윈월계곡관광특구 #난징윈월계곡진링열두미녀 #와우 주말!",@麦芽,2024-07-28
771,苏莱浦口节,소래포구축제,0:24,14,南京浦口龙之谷万圣节醉后一波所有项目一票畅玩，赶紧左下角囤起来吧#南京 #奇幻yeah玩节 #龙之谷万圣节 #百鬼夜行 #嗨翻全场,"난징 푸커우 드래곤 밸리 할로윈 모든 프로젝트의 취한 물결 놀이 티켓, 재고 소진 왼쪽 하단으로 서둘러 #난징 #판타지 예 플레이 페스티벌 #드래곤 밸리 할로윈 #백 유령 밤 산책 # 전체 장면을 뒤집는 높은 회전율",@凡不了餐馆赵子龙,2022-10-30
772,苏莱浦口节,소래포구축제,0:14,2052,#南#南京去哪玩西#西埂莲乡#西#西埂莲乡夜荷灯光节游记埂莲乡第五届莲文化节在南京市浦口区西埂莲乡正式启幕。#青春视界看南京,"난징 #난징 #난징 가볼만한곳 #서부 연꽃 향진 #서부 #서부 연꽃 향진 야간 연꽃 조명 축제 투어 연꽃 향진 제5회 연꽃 문화 축제가 난징 푸커우구, 서부 연꽃 향진에서 공식 개막했습니다. 난징을 보는 #청년 비전",@野蔷薇07✈️📷,2023-07-11
773,苏莱浦口节,소래포구축제,3:00,1427,#夏日祭 #玄奘寺 #南京 #南京大屠杀 @DOU+小助手 @DOU+上热门,#여름 축제 #쉔장 사원 #난징 #난징 대학살 @DOU+작은 도우미 @DOU+온트렌드,@林哥哥,2022-07-24
774,苏莱浦口节,소래포구축제,0:40,620,我姓“浦”第三集出炉！浦口风情浓如酒，文旅之旅赏不休！#浦口小墨宝乐游哈尔滨 #浦口大学生将非遗带到中央大街 #文旅浦口 （编辑：狄小源，审核：鲁宇天，发布：陆梦琪）,"내 성 '푸'의 세 번째 에피소드가 공개되었습니다! 푸커우의 풍미는 와인만큼이나 강렬하고 문화 투어는 끝이 없습니다! #푸커우 학생들이 비문화유산을 센트럴 애비뉴로 가져오다 #문학관광 푸커우(디샤오위안 편집, 루위톈 감사, 루멍치 게시)",@文旅浦口,2024-01-15
775,苏莱浦口节,소래포구축제,0:32,327,雅迪717骑行节活动来啦！ #雅迪717骑行夜购节日 #浦口雅迪,야디 717 라이드 페스티벌 이벤트가 시작됩니다! #야디 717 라이드 나이트 쇼핑 페스티벌 #푸커우 야디,@小颖多吃点,2024-07-12
776,苏莱浦口节,소래포구축제,1:13,5060,新鲜出炉的2024咪豆音乐节指南！ 看完音乐节还可以去溧水的这些地方玩！#无想周末 #这么近那么美周末到溧水 #FUN假溧水不止咪豆 #南京旅游攻略 #爱上南京的100个理由,갓 구운 2024 미디 뮤직 페스티벌 가이드! 뮤직 페스티벌을 보고 난 후 리수이에서 이 곳도 가보세요! 리수이 #미디뮤직페스티벌 #미디뮤직페스티벌 #난징 #난징 여행 가이드 #난징을 사랑해야 하는 100가지 이유,@奔尔,2024-05-02
777,苏莱浦口节,소래포구축제,1:55,12,#咪豆音乐节 #总要去一次音乐节吧 #杨和苏#南京盛放音乐节 #早安,#미도뮤직페스트 #언제나페스티벌에가자 #양과수 #꽃피는난징 #굿모닝,@迪士尼在逃公主👸🏻,2023-02-27
778,苏莱浦口节,소래포구축제,5:42,8,#南京长江潮音乐节 #总要去一次音乐节吧 #早安#薄朗 我真的太爱音乐节了！,#난징양쯔강조수음악제 #항상 축제에 가죠? #굿모닝 #씬랑 저는 축제를 정말 좋아해요!,@娜呐拉啦🌟,2023-04-09
779,苏莱浦口节,소래포구축제,0:20,16,下一站，西埂莲乡，名场面预定！ 第六届莲文化节6月28日即将启幕~#西埂莲乡 #莲文化节 #打铁花 #鱼龙舞 #荷花,"다음 행선지, 시지 연꽃향, 명장면 예약! 제6회 연꽃문화축제가 6월 28일 개막을 앞두고 있습니다~ #시지연향 #연꽃문화축제 #철화 #어룡춤 #연꽃",@浦口文旅集团,2024-06-26
780,苏莱浦口节,소래포구축제,0:38,18,荷满西埂，藕遇美好。明天上午9:30，这样的浪漫值得一起感受。#遇见老山遇见你 #夏日浦口fun肆玩,"연꽃이 서쪽 능선을 가득 채우고 연근과 아름다운 연꽃이 만납니다. 내일 아침 9시 30분, 그런 낭만을 함께 느껴보세요. #라오산과 만나다 #여름 푸코우 재미",@文旅浦口,2022-07-05
781,苏莱浦口节,소래포구축제,0,18,前奏一响 嗨翻全场！艾伦沃克来南京开趴体啦#演唱会 #alanwalker #电音 #百大dj #电音节,전주곡이 울리면 그는 공연장 전체를 뒤집어 놓을 것입니다! 알란 워커가 파티를 위해 난징에 온다 #콘서트 #알란워커 #전자음악 #탑100디제이 #전자페스티벌,@菠萝包🐣,2024-11-06
782,苏莱浦口节,소래포구축제,0:16,7,在南京也可以体验到彝族火把节啦！8月3-4日就在南京云幽谷旅游区，万人火把电音节安排走…#金陵火把节#彝族#南京云幽谷旅游区#南京云幽谷金陵十二钗 #很哇塞的周末,"난징에서도 이이 횃불 축제를 체험할 수 있습니다! 8월 3~4일, 난징 윈월계곡 관광특구에서 1만 명이 횃불 전기 축제 준비...#진링횃불축제 #이 #난징윈월계곡 #난징윈월계곡 #진링십이비녀 #와우위크엔드!",@❤️雨欣,2024-07-28
783,苏莱浦口节,소래포구축제,0,0,#718爱玛直购节活动火热进行中#江浦中圣南街80号爱玛工厂标杆店15195910607,#718 엠마 직영 쇼핑 페스티벌 활동이 한창 #장푸 중성 남가 80호 엠마 공장 벤치마킹 매장 15195910607,@南京市浦口区江浦中圣南街80号爱玛电动车,2024-07-21
784,苏莱浦口节,소래포구축제,0:21,11,喜欢南京吗？#南京 #上抖音抢演出票 #演出现场 #南京吃喝玩乐 #花乐逗脱口秀,"난징을 좋아하시나요? #난징 #지터버그를 타고 #쇼라이브 #난징 먹고, 마시고, 놀자 #플라워 레몬 토크쇼",@花乐逗脱口秀,2024-05-19
785,苏莱浦口节,소래포구축제,0,1,苏莱音乐餐吧，买它！降价狂欢，4.4分推荐，【探店必点】双人套餐#西餐 #氛围感餐厅打卡 #抖音美食推荐官,"솔 뮤직 다이닝 바, 사세요! 가격인하 공세, 5점 만점에 4.4점 추천, [방문시 꼭 주문] 2인 정식 #양식 #분위기감각 맛집 히트 #맛집추천관",@SoloCup苏莱音乐餐吧,2024-09-24
786,苏莱浦口节,소래포구축제,0,6,苏莱音乐餐吧，惊喜狂欢，一降到底，午市超值双人套餐，超值折扣，随时退、过期自动退 #唯有美食可以治愈一切 #西餐 #氛围感餐厅打卡 #好好吃饭好好生活 #美食vlog,"술래뮤직다이닝바, 서프라이즈, 원드롭, 점심시장가 2인 정식, 가치할인, 언제든 환불 가능, 유통기한 경과 후 자동 환불 #음식만이 만병통치 #양식 #식당가 분위기 대박 #잘먹고 잘살자 #푸드 브이로그",@SoloCup苏莱音乐餐吧,2024-04-16
787,苏莱浦口节,소래포구축제,0,6,苏莱音乐餐吧，买它！降价狂欢，4.2分推荐，【探店必点】双人套餐 #氛围感餐厅打卡 #西餐 #适合情侣约会的餐厅推荐 #这店环境太好了 #抖音美食推荐官,"솔 뮤직 다이닝 바, 사세요! 가격 할인 대잔치, 4.2점 추천, [방문 시 꼭 주문] 2인 정식 #분위기 센스 맛집 카드 #양식 #연인 데이트 맛집 #이 집은 환경이 너무 좋다 #지각 맛집 추천관",@SoloCup苏莱音乐餐吧,2024-05-01
