keywords,comments,years,trans_comments
韓国旅行,このコンビ最強やな,2023,이 콤비 최강이네
韓国旅行,かっいいい,2023,카아이아이아이
韓国旅行,ニセキンさんとコラボしてもらいたいです,2023,니세킨 씨와 콜라보레이션을 하고 싶어요!
韓国旅行,観て韓国に行きたくなった これからも色んな国に行って欲しいですなんだか旅した気分になれましたありがとございます,2023,보고 나니 한국에 가고 싶어졌어요 앞으로도 여러 나라에 갔으면 좋겠어요 왠지 여행한 기분이 들었어요 감사합니다.
韓国旅行,韓国のプロ三国志,2023,한국 프로삼국지
韓国旅行,この二人の会話きいてて気づいたら笑顔になる,2023,이 두 사람의 대화를 듣고 있자면 절로 미소가 지어진다.
韓国旅行,500万っていうことは韓国では5億ウォンあるっていうことになるんだ すげぇ,2023,5억이라는 것은 한국으로 치면 50억 원이 있다는 뜻이네요!
韓国旅行,違う話になっちゃうんですけどhikakinさんのユーチューブを見始めて保育園の時からずっと会いたくて七夕でhikakinさんに合いたいですってずっと書いてきました頑張ってください,2023,다른 이야기가 되겠지만 hikakin님의 유튜브를 보기 시작해서 어린이집 때부터 계속 만나고 싶어서 칠월칠석에 hikakin님을 만나고 싶다고 계속 글을 써왔어요 힘내세요!
韓国旅行,韓国に友人居るけど20歳になったら行きたいわ,2023,한국에 친구가 있는데 20살이 되면 가고 싶어요!
韓国旅行,競馬行くの,2023,경마에 간다
韓国旅行,500万も税金で持ってかれるのか,2023,5억을 세금으로 가져가다니
韓国旅行,100万使ってこんだけ楽しんで30万円増えるって人生勝ちすぎ,2023,100만원을 써서 이만큼 즐기고 30만원이 늘어났다는 건 인생에서 너무 승리한 것이다.
韓国旅行,誕生日おめでとう,2023,생일 축하합니다
韓国旅行,kpopのヒカキンさんかっこよすぎるメガネ取るとイケメンだったんだ,2023,kpop의 히카킨 씨 너무 멋있어서 안경 벗으면 잘생겼어요!
韓国旅行,ダモとコラボして上げてください,2023,다모와 협업하여 올려주세요
韓国旅行,こう言う旅行の時まるおともふこの餌ってどうしてるんだろう,2023,이런 여행에서 반려동물의 먹이는 어떻게 먹이는 걸까?
韓国旅行,アイドルよりも会えたら嬉しいかも笑,2023,아이돌보다 만나면 더 반가울지도 모르겠다ㅋㅋㅋ
韓国旅行,もうすぐ韓国行くから嬉しい,2023,곧 한국에 갈 수 있어서 기쁘다
韓国旅行,ぜひ台湾一周をやってほしいですあと北欧でお買い物三昧してお土産プレゼントなんてね グルメや観光歴史お願いします,2023,꼭 대만 일주하고 싶어요 그리고 북유럽에서 쇼핑 삼매경에 빠져서 기념품도 선물하고 싶어요 맛집과 관광 역사도 부탁드려요!
韓国旅行,すご,2023,대단하다
韓国旅行,久しぶりに感動したシナリオ出来すぎててかっこいい震えました,2023,오랜만에 감동적인 시나리오를 너무 잘 만들어서 너무 멋있어서 떨렸어요!
韓国旅行,朝倉未来さん達が行ってたホテルと同じ,2023,아사쿠라 미라이 씨 일행이 갔던 호텔과 같은 호텔.
韓国旅行,ヒカキンがめっちゃイケメンでカッコよかった 2人の韓国旅行とても面白かったです,2023,히카킨이 너무 잘생기고 멋있었다 두 사람의 한국 여행이 너무 재미있었다.
韓国旅行,良いな韓国行きたいなー,2023,한국 가고 싶다~!
韓国旅行,自分まで旅行に行った気分になれて最高でしたまたこういう企画観たいです,2023,나까지 여행을 다녀온 기분이 들어서 좋았어요 또 이런 기획을 보고 싶어요!
韓国旅行,ヒカキン好きなったわ,2023,히카킨을 좋아하게 되었어요
韓国旅行,粗品余裕や,2023,조잡한 여유와
韓国旅行,時間がなくて日帰りで国内旅行をするヒカキンがニセキンの為に2泊3日も時間空けれた事が奇跡,2023,시간이 없어 당일치기 국내여행을 하는 히카킨이 니세킨을 위해 2박3일 동안 시간을 낼 수 있었던 것은 기적이다.
韓国旅行,富豪の遊びすぎるプールでスーパーマンしてる時に思ったよ,2023,부자들이 너무 많이 노는 수영장에서 슈퍼맨 놀이를 할 때 생각했다.
韓国旅行,ヒカキンさんオセロさんがコラボしたいって言ってます,2023,히카킨 씨와 오델로 씨가 콜라보레이션을 하고 싶다고 합니다.
韓国旅行,この2人が笑ってると幸せだしヒカキンさんのアフレコが面白すぎたwww,2023,이 두 사람이 웃고 있으면 행복하고 히카킨 씨의 아프레코가 너무 재미있어요www
韓国旅行,2人が楽しそうにしてたらこっちも楽しくなる,2023,두 사람이 즐거워 보이면 나도 즐거워진다.
韓国旅行,kpopアイドル姿ヒカ様普通にかっこよくてびっくりです 4154,2023,kpop 아이돌 모습 히카님 평범하게 멋있어서 놀랐습니다 4154
韓国旅行,70万割引されても泊まれなーい,2023,70만 할인을 받아도 못 묵는다!
韓国旅行,いついってたのかな自分が行ってた時と被って欲しかった,2023,언제 갔었나 내가 갔을 때와 비슷하게 입었으면 좋겠다.
韓国旅行,まつこかいぎきたー,2023,마츠코카이기키타
韓国旅行,4がつついたちにテレビにでましたよねめちゃくちゃよかったです,2023,4가 TV에 출연해서 엄청나게 좋았어요!
韓国旅行,セックス,2023,섹스
韓国旅行,アナル菌まだやってるの,2023,항문균 아직 하고 있어요
韓国旅行,韓国旅行羨ましいです,2023,한국 여행 부러워요
韓国旅行,ヒカキンさん一瞬btsのジンかとおもった,2023,히카킨님 순간 BTS의 진인 줄 알았어요!
韓国旅行,ヒカキンさんオセロとこらぼしてほしいおせろさんもあのだあもがこらぼしたがてます,2023,히카킨 씨 오델로와 코라보해 주셨으면 좋겠어요 오셀로 씨도 아다아모가 코라보하고 있습니다.
韓国旅行,ヒカキンさん韓国メイク似合いすぎ,2023,히카킨 씨 한국 메이크업이 너무 잘 어울려요
韓国旅行,22432 カメラ回ってなくても鳥肌見せてるのかwwwwww,2023,22432 카메라가 돌아가지 않아도 소름이 돋는 건가wwwwww
韓国旅行,めっちゃ美味かった 韓国 チンチャマシッソヨ,2023,정말 맛있었던 한국식 찐짜마시소요
韓国旅行,なんか韓国ヘアメイクしたヒカキンさんbtsの誰かに似てる笑,2023,왠지 한국 헤어메이크업한 히카킨씨 bts의 누군가를 닮았네요 ㅋㅋㅋㅋㅋ
韓国旅行,お二人楽しそうでいいな,2023,두 분이 즐거워 보이네요
韓国旅行,ヒカキンさん初の大奢られ,2023,히카킨 씨의 첫 번째 사치스러운 선물
韓国旅行,競馬で当てたお金で韓国旅行はすご過ぎる,2023,경마에서 당첨된 돈으로 한국 여행은 너무 멋지다!
韓国旅行,韓国のホテル凄い,2023,한국의 호텔 어메이징
韓国旅行,ほんと面白かった2人仲良くてほっこり,2023,정말 재미있었던 두 사람 사이좋고 훈훈한
韓国旅行,2時間www,2023,2시간 www
韓国旅行,ヒカキンさんのアイドル姿,2023,히카킨 씨의 아이돌 모습
韓国旅行,こっからどう救済ってwww,2023,여기서부터 어떻게 구제할 것인가?
韓国旅行,最高だと思う人ー,2023,최고라고 생각하는 사람
韓国旅行,ヒカキンのお酒の飲み方めっちゃ惚れる,2023,히카킨의 술 마시는 방식에 푹 빠졌다!
韓国旅行,hikakinさんがちっちゃくみえる,2023,hikakin님이 작아 보인다.
韓国旅行,楽しそうでいいなー,2023,즐거워 보이네요~!
韓国旅行,僕も韓国行ってみたいhikakinさんがうらやましい,2023,나도 한국에 가보고 싶은 hikakin님이 부럽습니다.
韓国旅行,353さすが寒い冬こそアイスを食べようの会会長の弟さんだありがたい,2023,"353 역시 추운 겨울이야말로 얼음 먹자 모임 회장님 동생이구나, 고맙다!"
韓国旅行,キンプるで見たやつだ,2023,킴플에서 본 그 녀석이다
韓国旅行,岐阜駅いました,2023,기후역 있었습니다
韓国旅行,街中でお金出すときひやひやした 演出なのわかるけどそんなふうにする必要ある,2023,"거리에서 돈 낼 때 긴장감 넘치는 연출인 건 알겠는데, 그렇게 할 필요가 있다."
韓国旅行,がちたのしそうw,2023,재미있을 것 같네요 w
韓国旅行,うわーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー,2023,우와~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~! ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー
韓国旅行,ヒカキンさん最高です,2023,히카킨 씨 최고입니다!
韓国旅行,こんな反日国家何故行くのかわからん,2023,이런 반일국가 왜 가는지 모르겠다
韓国旅行,テテとグクがtiktokでダンスしてたホテルですね,2023,테테와 국이 tiktok에서 춤을 추던 그 호텔이군요.
韓国旅行,hikakinさんメイクしてない状態で イケメンなのにメイクしてから更に イケメンになってるのすごすぎ笑 イムニダの揃ってるのもおもろい,2023,hikakin님 화장 안한 상태에서도 잘생겼는데 화장하고 나서 더 잘생겨져서 너무 멋있어요 ㅋㅋ 이마니다가 다 모여있는 것도 재미있음
韓国旅行,めっちゃ面白かった何回かに分けて見たけどめっちゃ面白かった,2023,정말 재미있었다 몇 번을 나눠서 봤지만 정말 재미있었다.
韓国旅行,カムサハムニダ,2023,캄사함니다
韓国旅行,ラーメン旅をしてください,2023,라멘 여행을 떠나세요
韓国旅行,イケメンで草,2023,꽃미남으로 풀
韓国旅行,こんな友情が深まる忘れられない旅をしてみたい 首が太すぎて仲間の証のhikakin一族ネックレスがつけれないオチまであって楽しすぎた,2023,이런 우정이 깊어지는 잊을 수 없는 여행을 하고 싶다 목이 너무 굵어서 동료의 증표인 히카킨 일족 목걸이를 걸지 못하는 우스운 상황까지 벌어져 너무 재미있었다.
韓国旅行,ナッチポックム見てたら何故か汗出てきたんだけどwww,2023,나치팍팍쿰 보고 있으면 왠지 모르게 땀이 났어요wwwwww
韓国旅行,えヒカキンさんめっちゃかっこいい,2023,에히카킨 씨 정말 멋지다!
韓国旅行,5000万円と勘違いした人 ,2023,5000만 원으로 착각한 사람
韓国旅行,なんか2人並んでるの見るとほんと似てるw,2023,왠지 두 사람이 나란히 있는 걸 보니 정말 닮았네요 w
韓国旅行,何も知らない人が見たら普通に推せそう,2023,아무것도 모르는 사람이 보면 평범하게 추론할 수 있을 것 같다
韓国旅行,友情か良いものだな,2023,우정인가 좋은 것이구나
韓国旅行,もう5回はみた,2023,벌써 5번은 봤다
韓国旅行,関係無いですが今の字幕機能進化しましたよ,2023,상관없는 이야기지만 자막 기능이 진화했어요!
韓国旅行,衣装レンタルのとこデカキンバカ殿のクワマンみたいw,2023,의상 대여점에서는 데카킨바카님의 콰맨 같았어요 ww
韓国旅行,ま韓国ってだけでファビョるアホは飽きたらまた別のところに噛みつきに行くから湧いてても気にするだけ無駄だよ,2023,뭐 한국이라는 이유만으로 파비오하는 멍청이는 질리면 또 다른 곳에 가서 물어뜯을 테니 신경 써도 소용없을 거야.
韓国旅行,イゴイゴイゴイゴおもろすぎるw,2023,이고이고이고이고이고이고 너무 재미있어요 ww
韓国旅行,このホテルはラムチョップがめちゃうまらしい,2023,이 호텔은 양갈비가 정말 맛있다고 한다.
韓国旅行,換金手数料がヤバイwww,2023,환전수수료가 장난아니야www
韓国旅行,北海道編見てみたい,2023,홋카이도 편을 보고 싶다
韓国旅行,ホテルteamがmvところですね,2023,호텔 TEAM이 뮤직비디오를 찍는 곳이군요.
韓国旅行,ヒカキンさんイケメンすぎ,2023,히카킨 씨 너무 잘생겼어요
韓国旅行,テレビ番組,2023,TV 프로그램
韓国旅行,11250 カニキン 11545 問題のシーン,2023,11250 카니 킨 11545 문제의 장면
韓国旅行,よくこの燃えるタイミングでこの企画やろうと思ったな 今韓国で盛り上がるわけないやん,2023,"이 불타는 타이밍에 어떻게 이런 기획을 하려고 했을까, 지금 한국에서 이 기획이 뜨거울 리가 없잖아!"
韓国旅行,ずっとその髪がいい,2023,계속 그 머리가 좋다
韓国旅行,面白そうですね僕にお金ください,2023,재미있을 것 같네요 저한테 돈 주세요
韓国旅行,楽しかった益ますます韓国に行きたくなった,2023,즐거웠던 이익 점점 더 한국에 가고 싶어졌다
韓国旅行,韓プロだありがたい,2023,한프로다 고맙다
韓国旅行,なんだか微笑ましい,2023,왠지 웃음이 난다
韓国旅行,冬はやっぱりアイスだよねにつっこむ人がいないw,2023,겨울은 역시 얼음이다에 끼어드는 사람이 없네요 ww
韓国旅行,総書記にしかみえなくなった,2023,총서기밖에 보이지 않게 되었다
韓国旅行,5305なんかみたことあると思ったら,2023,5305를 본 적이 있다고 생각하면
韓国旅行,hello,2023,안녕하세요
韓国旅行,3815 かっこいい,2023,3815 멋진
韓国旅行,でぶきんさんヒカキんさんにおん返しできてよかったね,2023,데부킨 씨 히카킨 씨에게 답례할 수 있어서 좋았어요!
韓国旅行,まほっちゃんまじでありがとう,2023,마호짱 정말 고마워요
韓国旅行,ホテルの中の遊園地としまえんのアーケードコーナーみたい,2023,호텔 안의 놀이공원과 놀이동산의 아케이드 코너를 연상케 한다.
韓国旅行,またこういうのやって欲しい何回も見られる,2023,또 이런 걸 해줬으면 좋겠어 몇 번이고 볼 수 있다.
韓国旅行,韓国でキン一族っていうワードちょっとだけヒヤッとするわ笑笑笑笑,2023,한국에서 김씨 일가라는 단어가 조금 소름끼치네요 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
韓国旅行,ヒカキンさん 韓国語うますぎるー,2023,히카킨 씨 한국어가 너무 잘해요!
韓国旅行,豪運すぎだろw,2023,너무 운이 좋았잖아 w
韓国旅行,買ってるお土産が庶民的,2023,구입하는 기념품이 서민적
韓国旅行,字幕機能結構性能上がったような気がする,2023,자막 기능 상당히 성능이 좋아진 것 같다
韓国旅行,韓国行きたい,2023,한국 가고 싶다
韓国旅行,狂った旅行,2023,미친 여행
韓国旅行,久々におもしろすぎるものを見た気がする 不定期に海外行くこのコラボして欲しい,2023,오랜만에 너무 재밌는 걸 본 것 같다 비정기적으로 해외에 가는 이 콜라보레이션이 있었으면 좋겠다.
韓国旅行,ほんとに兄弟みたいというかいい先輩後輩だなほっこりする,2023,"정말 형제 같다고 해야 하나, 좋은 선후배 같아서 뿌듯하다."
韓国旅行,韓国はお茶碗持たないで食べる,2023,한국은 밥그릇 없이 밥을 먹는다
韓国旅行,自分韓国行ったときご飯食べたけどその銀のやつの中に蜘蛛の抜け殻あって吐きかけた,2023,내가 한국 갔을 때 밥을 먹었는데 그 은색 밥통 안에 거미껍데기가 있어서 토할 뻔 했어요.
韓国旅行,韓国からしたらいい一族じゃなくて草,2023,한국으로 치면 좋은 일족이 아닌 풀
韓国旅行,hikakinかっこいいお金持ちすごい,2023,hikakin 멋진 부자 대단하다
韓国旅行,すごいお金,2023,어마어마한 돈
韓国旅行,1000万円くらい貯金して1年間くらい韓国で遊びたいな,2023,1000만 원 정도 모아 1년 정도 한국에서 놀고 싶다.
韓国旅行,いつもえがおにしてくれてありがとうございます,2023,항상 에가오님 감사합니다.
韓国旅行,イチャイチャしちゃって,2023,애정표현을 해버려서
韓国旅行,ヒカキンさん いけめん,2023,히카킨산 이케멘
韓国旅行,生々しいわ,2023,생동감 넘치네
韓国旅行,概要欄のやつ5000万になってる,2023,개요란에 5000만이라고 적혀있는데
韓国旅行,1兆ジンバブエドル使い切るまで帰れませんしてほしい,2023,1조 짐바브웨 달러를 다 쓸 때까지 돌아갈 수 없기를 바랍니다.
韓国旅行,ヒカキンのキンはキンパのキン,2023,히카킨의 킨은 킴파의 킨
韓国旅行,値段とかドルと違って簡単そうでいいね行ってみたい,2023,"가격이나 달러와 달리 간편해 보여서 좋네요, 가보고 싶어요!"
韓国旅行,俺も韓国行きたい食べ歩き,2023,나도 한국 가고 싶은 맛집 탐방
韓国旅行,hikakinさんが久しぶりに息抜きできてて楽しいそうでまじ幸せです,2023,hikakin님이 오랜만에 숨을 돌릴 수 있어서 즐거웠다고 하니 정말 행복합니다.
韓国旅行,誰みたいな反応もあったけどやっぱり韓国にもファンが居て安心した,2023,누구 같다는 반응도 있었지만 역시 한국에도 팬이 있어서 안심이 됐다.
韓国旅行,自分ive好きだから,2023,내가 좋아서
韓国旅行,いいなー韓国,2023,좋구나 한국
韓国旅行,12026 ナヨンちゃんだ,2023,12026 나영이다
韓国旅行,次またこのような企画があったらタイとかに行って欲しい,2023,다음에 또 이런 기획이 있다면 태국 같은 곳에 갔으면 좋겠어요.
韓国旅行,hikakinさん btsのｊhopeに似てる笑,2023,hikakin님 bts의 jhope를 닮았어요 ㅋㅋ
韓国旅行,ソトッソトッ食べたーい,2023,맛있게 먹고 싶어요~!
韓国旅行,ヒカキンちょっと意地悪だなw,2023,히카킨 좀 비열하네 w
韓国旅行,５００万はすごすぎる,2023,5억은 너무 많다
韓国旅行,2人で旅行とか仲良くなったね,2023,둘이서 여행도 가고 친해졌네
韓国旅行,嫌味のないむしろ好感しかないお金持ちだな変な話に騙されたりしないか心配さえする,2023,"비꼬지 않고 오히려 호감만 주는 부잣집 아저씨, 이상한 이야기에 속지 않을까 걱정되기도 한다."
韓国旅行,プールのシーンずっと爆笑してるのが微笑ましい,2023,수영장 장면에서 계속 웃고 있는 모습이 미소를 짓게 한다.
韓国旅行,10935 いただきますseikinに聞こえた,2023,10935 いただきます seikin에 들렸습니다.
韓国旅行,まじの韓国アイドルやん,2023,진짜 한국 아이돌이야
韓国旅行,まじでかっこいい,2023,정말 멋지다
韓国旅行,俺のコメントにいいねしろ,2023,내 댓글에 좋아요를 눌러주세요
韓国旅行,全部現金で払ってるの普通に見たら暴力団関係にしか見えんのウケるww,2023,전부 현금으로 지불하고 있는데 보통으로 보면 조폭 관계로 밖에 안 보이는데 웃기네 ㅋㅋㅋㅋw
韓国旅行,里帰りにしか見えん,2023,귀향으로밖에 보이지 않는다
韓国旅行,hikakinさんとデブキンの掛け合いが素晴らしいなぁ,2023,hikakin 씨와 데브킨의 호흡이 멋지다!
韓国旅行,韓国版バカ殿みてるみたいで笑いました,2023,한국판 바보전을 보는 것 같아서 웃었습니다.
韓国旅行,1日目だけでも金浦から明洞行ってソンス行って仁川行って すごい移動疲れそう,2023,첫날만 해도 김포에서 명동 갔다가 성수 갔다가 인천 갔다가 엄청나게 이동이 피곤할 것 같네요.
韓国旅行,途中の大学生反応可愛すぎる,2023,도중에 대학생들의 반응이 너무 귀엽다
韓国旅行,ヒカキン大好きな人,2023,히카킨을 좋아하는 사람
韓国旅行,hikakinカジノハマりそうやな笑笑,2023,hikakin 카지노에 빠져들 것 같네요 ㅋㅋㅋㅋㅋ
韓国旅行,今度はセイキンさんと言って欲しいです,2023,이번엔 세이킨 씨라고 불러주세요!
韓国旅行,焼き肉食いてえ,2023,불고기 먹어라
韓国旅行,3956 なんかミサイル飛ばしてきそう,2023,3956 뭔가 미사일 날아올 것 같다
韓国旅行,もう1時間見てしまった 続き早く見たいけど見終わっちゃうの勿体ないくらい面白い 長編ありがとう,2023,한 시간이나 더 봤어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 장편 감사합니다!
韓国旅行,この2人揃うと本当に楽しそうなんだよな,2023,이 두 사람이 모이면 정말 즐거울 것 같다.
韓国旅行,hikakinさんのコメ欄は嫌韓が少なくて平和だなてか韓国いいな,2023,hikakin님의 댓글은 혐한이 적어서 평화롭다는 건지 한국 좋네요.
韓国旅行,やっぱhikakinさん運持ってる人だ,2023,역시 hikakin씨는 운이 좋은 사람이다!
韓国旅行,めちゃくちゃかわいいおじさん2人旅,2023,엄청나게 귀여운 아저씨 둘만의 여행
韓国旅行,2時間ながw,2023,2시간 동안 w
韓国旅行,ヒカキンまじかっこいいw,2023,히카킨 진짜 멋지다 w
韓国旅行,ヒカキンbts紛れてもバレないだろ,2023,히카킨 bts에 섞여도 들키지 않겠지?
韓国旅行,本当にありがとう げんきもらえます,2023,정말 감사합니다.
韓国旅行,最高の韓国観光を観せて頂きありがとうございましたお二人のコンビトークも楽しかったですグルメも最高 カジノも勝って良かったですね またお二人の旅を楽しみにしています,2023,"최고의 한국관광을 봐주셔서 감사합니다 두 분의 콤비토크도 즐거웠고, 맛집도 최고였습니다 카지노도 이겨서 좋았어요 또 두 분의 여행을 기대하겠습니다!"
韓国旅行,景福宮行ったことある近くでデモしてた,2023,경복궁에 가본 적이 있는 근처에서 시위를 하고 있었다.
韓国旅行,次はニューヨークに３００万円で旅してほしい,2023,다음에는 300만 원으로 뉴욕으로 여행을 떠나고 싶다
韓国旅行,ヒカキンくそかっけえ,2023,히카킨쿠쿠캇케에(히카킨쿠쿠캇케에)
韓国旅行,久しぶりにお腹を抱えて笑いました,2023,오랜만에 배꼽을 잡고 웃었다
韓国旅行,hikakin毎回いい服着てんな,2023,hikakin 매번 좋은 옷을 입고 있구나.
韓国旅行,どんどんいろんな国行って欲しい,2023,점점 더 많은 나라에 갔으면 좋겠다
韓国旅行,ヒカキンの笑い方ほんとにつられる,2023,히카킨의 웃음소리가 정말 매력적이다.
韓国旅行,btsに間違えられたのは伏線,2023,bts로 착각한 것은伏線(복선)
韓国旅行,韓国なんて行ったらヘイトキンに何されるか分からないよ,2023,한국 같은 곳에 가면 헤이트킨에게 무슨 짓을 당할지 몰라!
韓国旅行,ハゲてぴちゃったよ,2023,대머리에도 잘 어울려요!
韓国旅行,ヒカキンと優里さんとコラボして欲しい,2023,히카킨과 유리 씨와의 콜라보레이션을 원한다.
韓国旅行,韓国プロゲーマー,2023,한국 프로게이머
韓国旅行,レストランで食べながら観てた,2023,식당에서 밥을 먹으면서 본
韓国旅行,パラダイスシティ1ヶ月くらいいても遊び尽くせなそう,2023,파라다이스시티에 한 달 정도 있어도 다 놀지 못할 것 같다.
韓国旅行,hikakinさんかっこいい,2023,hikakin님 멋지다
韓国旅行,貰ったものちゃんと食べたり店員さんに丁寧なところとか好感度しかない,2023,받은 것을 잘 먹거나 점원에게 정중하게 대하는 등 호감도가 높을 수밖에 없다.
韓国旅行,現地で整形したらすぐ使えるって思ってしまった,2023,현지에서 성형하면 바로 사용할 수 있을 것 같았다
韓国旅行,僕もゴールデンウィークに家族で韓国行くことになりました ヒカキンさんが言ったところ全制覇するぞー,2023,"저도 골든위크에 가족들과 함께 한국에 가게 됐는데요, 히카킨 씨가 말하길 전승하자고 하더라고요!"
韓国旅行,二泊三日で5000万ウォン使い切れるのマジ尊敬できる,2023,2박3일 만에 5000만원을 다 써버리는 건 정말 존경스럽다.
韓国旅行,ホテル行くまではまだ現実感あったのにホテル着いた瞬間幻になってしまった,2023,호텔 가기 전까지는 현실감이 있었는데 호텔에 도착하는 순간 환상이 되어버렸다.
韓国旅行,サムニダ 4008,2023,삼니다 4008
韓国旅行,デカキンコラボ最高,2023,데카킨 콜라보 최고
韓国旅行,メガネつけたら違和感無くてメガネはずしたら違和感あり過ぎ,2023,안경을 쓰면 불편하지 않고 안경을 벗으면 너무 불편하다.
韓国旅行,面白かったです,2023,재미있었어요
韓国旅行,スーパーの店員が こんなに有名になり 億万長者としかも 旅行にも行き すごいですねほんとに 1回会ってみたいですね,2023,"슈퍼 점원이 이렇게 유명해져서 억만장자가 되고, 게다가 여행까지 다니다니 대단하네요, 정말 한번 만나보고 싶네요."
韓国旅行,2時間もあるのにずっと面白い,2023,2시간이 넘는 시간 동안 계속 재미있어요
韓国旅行,テレビかよwwww,2023,텔레비전이냐wwww
韓国旅行,まじで他の誰かでもいいからこういう他国に行く旅行企画もっとして欲しい,2023,진짜 다른 사람이라도 좋으니 이런 다른 나라로 가는 여행 기획을 더 많이 해줬으면 좋겠다.
韓国旅行,美川憲一のときに流れるbgmあれじゃんバイヤー高橋のやつじゃんwwww,2023,미카와 켄이치 때 흘러나오는 bgm 저거 바이어 타카하시의 거잖아wwwwww
韓国旅行,ヒカキンさんイケメンやん,2023,히카킨 씨 잘생겼네
韓国旅行,ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ,2023,아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아! 아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아
韓国旅行,あー一気づいちゃったこれ5000万ウォンじゃない,2023,"아~ 아차, 이거 5000만 원이 아니었구나!"
韓国旅行,3841 真韓プロ,2023,3841 신한프로
韓国旅行,欲張りだけどいつかbeastとコラボして大きな企画をして欲しい,2023,욕심이지만 언젠가 비스트와 협업해서 큰 기획을 했으면 좋겠다.
韓国旅行,これが韓国のプロゲーマーか,2023,이것이 한국의 프로게이머인가
韓国旅行,ヒカキンさんへ届け 新しいオープニング作って欲しいです,2023,히카킨 씨에게 전달하여 새로운 오프닝을 만들어 주셨으면 좋겠습니다.
韓国旅行,プールのわちゃわちゃかわいい笑笑,2023,수영장 물장난이 귀엽다ㅋㅋㅋ
韓国旅行,ダイヤの盾のはこのスポンジの裏にダイヤ入ってるよ,2023,다이아몬드 방패는 스폰지 뒷면에 다이아몬드가 들어 있어요.
韓国旅行,いいな韓国行きたいな,2023,좋구나 한국 가고 싶다
韓国旅行,韓国語勉強してるからなんか嬉しい,2023,한국어를 공부하고 있으니 왠지 기쁘다
韓国旅行,ここネットフリックの脱出おひとりさま島の天国ホテルだ,2023,여기 넷플릭스의 '나홀로 탈출' 천국 호텔이 있다!
韓国旅行,韓国推しが最近すごいそうに決まってる,2023,요즘 한국 추리력이 대단한 것 같던데
韓国旅行,次回セイキンとぽんちゃんでハワイ旅行,2023,다음번에는 세이킨과 폰짱과 함께 하와이 여행!
韓国旅行,イケメンすぎるやろーーー,2023,너무 잘생겼어~~~!
韓国旅行,幸せそうでなによりです,2023,행복해 보여서 다행입니다
